0	1	1	15.4	0	0
1	21	21	24.6	0	0
2	41	41	44.6	0	0
3	51	51	54.6	0	0
5	55	55	56.2	0	0
6	56	56	57.2	0	0
11	60	60	67.2	0	0
12	61	61	68.2	0	0
14	68	68	69.2	0	0
7	57	57	70.2	0	0
16	71	71	73.4	0	0
8	58	58	73.6	0	0
15	70	70	73.6	0	0
9	58	58	73.6	0	0
17	73	73	74.2	0	0
4	52	52	74.8	0	0
18	74	74	75.92	0	0
19	74	74	76.4	0	0
22	75	75	77.4	0	0
20	75	75	77.4	0	0
21	75	75	77.4	0	0
24	77	77	78.2	0	0
25	77	77	78.2	0	0
26	78	78	79.2	0	0
23	76	76	79.6	0	0
27	79	79	80.2	0	0
28	80	80	82.59	0	0
30	82	82	83.2	0	0
29	81	81	85.2	0	0
32	84	84	85.8	0	0
31	82	82	86.03	0	0
33	85	85	86.2	0	0
34	87	87	88.4	0	0
39	88	88	89.4	0	0
40	89	89	90.2	0	0
37	87	87	90.6	0	0
38	87	87	90.6	0	0
42	92	92	93.2	0	0
41	90	90	93.6	0	0
35	87	87	95.4	0	0
36	87	87	95.4	0	0
44	95	95	96.2	0	0
43	95	95	96.92	0	0
45	98	98	99.2	0	0
47	99	99	99.24	0	0
49	101	101	102.2	0	0
46	99	99	102.6	0	0
50	104	104	107.6	0	0
53	105	105	108.1	0	0
51	105	105	108.84	0	0
55	106	106	109.1	0	0
54	105	105	109.2	0	0
61	114	114	115.2	0	0
48	101	101	115.4	0	0
13	68	68	115.51	0	0
64	116	116	119.6	0	0
65	116	116	119.6	0	0
52	105	105	120.6	0	0
67	122	122	123.2	0	0
68	123	123	127.99	0	0
62	116	116	128.26	0	0
63	116	116	128.26	0	0
72	127	127	128.58	0	0
76	128	128	128.8	0	0
77	128	128	129.58	0	0
73	127	127	131	0	0
71	127	127	134.2	0	0
81	133	133	134.4	0	0
80	132	132	134.4	0	0
74	127	127	135.39	0	0
85	134	134	135.4	0	0
83	134	134	136.4	0	0
84	134	134	137.6	0	0
82	134	134	138.46	0	0
88	138	138	139.6	0	0
69	124	124	139.6	0	0
87	138	138	140.4	0	0
75	127	127	141.4	0	0
90	143	143	144.4	0	0
86	137	137	145	0	0
92	144	144	145.2	0	0
94	146	146	148.8	0	0
66	120	120	150.62	0	0
106	153	153	153.96	0	0
99	148	148	155.2	0	0
108	156	156	156.01	0	0
105	153	153	157.11	0	0
111	157	157	157.96	0	0
96	148	148	158.8	0	0
107	155	155	159	0	0
97	148	148	161.32	0	0
98	148	148	161.32	0	0
93	145	145	161.4	0	0
100	151	151	161.8	0	0
101	151	151	161.99	0	0
91	144	144	162.2	0	0
78	129	129	163	0	0
102	152	152	163.86	0	0
103	153	153	164.03	0	0
114	162	162	165.6	0	0
95	148	148	166.23	0	0
89	141	141	168.2	0	0
104	153	153	168.8	0	0
60	113	113	169.79	0.01	0
109	156	156	170.2	0	0
112	158	158	170.59	0	0
120	171	171	171.24	0	0
119	171	171	171.24	0	0
117	166	166	171.4	0	0
110	157	157	173.73	0	0
121	174	174	175.31	0	0
118	166	166	175.52	0	0
113	162	162	178.03	0	0
116	163	163	179.04	0	0
59	111	111	179.22	0.01	0
115	162	162	179.97	0	0
122	175	175	180.82	0	0
123	177	177	181.25	0	0
70	127	127	182.43	0.01	0
58	109	109	183.54	0.01	0
125	186	186	187.2	0	0
56	108	108	187.22	0.01	0
126	187	187	187.24	0	0
127	189	189	190.2	0	0
128	190	190	190.24	0	0
79	131	131	190.42	0.01	0
130	192	192	193.2	0	0
131	194	194	194.24	0	0
133	196	196	196.24	0	0
134	198	198	198.24	0	0
135	199	199	200.2	0	0
124	183	183	200.8	0	0
137	202	202	202.24	0	0
138	204	204	204.48	0	0
139	206	206	207.2	0	0
140	208	208	208.48	0	0
132	194	194	212.04	0	0
141	210	210	213.6	0	0
10	59	59	215.87	0.02	0
143	216	216	218.59	0	0
144	218	218	218.7	0	0
57	109	109	219.55	0.01	0.19
146	223	223	223.48	0	0
149	225	225	225.24	0	0
148	225	225	226.2	0	0
150	227	227	227.24	0	0
145	221	221	228.2	0	0
153	229	229	229.24	0	0
152	229	229	229.48	0	0
154	230	230	230.24	0	0
142	216	216	230.4	0	0
155	231	231	231.24	0	0
151	228	228	231.6	0	0
157	233	233	233.48	0	0
129	192	192	235.92	0	0
158	237	237	237.24	0	0
147	224	224	238.64	0	0.02
160	239	239	239.24	0	0
156	232	232	239.4	0	0
164	241	241	241.24	0	0
167	243	243	243.24	0	0
163	241	241	243.4	0	0
162	240	240	243.59	0	0
161	239	239	244	0	0
168	243	243	244.2	0	0
166	243	243	244.2	0	0
169	245	245	246.4	0	0
172	246	246	246.48	0	0
170	246	246	247.2	0	0
171	246	246	247.4	0	0
173	250	250	250.24	0	0
136	199	199	250.49	0.01	0
175	251	251	251.8	0	0
174	251	251	252.2	0	0
176	252	252	252.24	0	0
177	253	253	253.8	0	0
179	255	255	255.24	0	0
182	256	256	256.24	0	0
165	242	242	256.64	0	0
181	256	256	256.72	0	0
183	257	257	258.2	0	0
184	258	258	258.24	0	0
180	255	255	259.24	0	0
185	259	259	259.8	0	0
159	238	238	261.48	0	0
186	263	263	265.4	0	0
187	267	267	267.24	0	0
188	267	267	269.4	0	0
189	269	269	269.48	0	0
190	269	269	269.48	0	0
178	253	253	269.8	0	0
191	271	271	271.24	0	0
192	273	273	273.24	0	0
195	274	274	274.48	0	0
194	274	274	275.2	0	0
193	273	273	275.24	0	0
197	277	277	277.24	0	0
196	276	276	277.4	0	0
198	277	277	280.6	0	0
201	281	281	282.2	0	0
200	278	278	282.8	0	0
202	282	282	283.2	0	0
203	283	283	285.4	0	0
204	286	286	286.24	0	0
205	290	290	290.48	0	0
206	291	291	291.24	0	0
207	291	291	291.24	0	0
209	294	294	294.24	0	0
211	296	296	296.48	0	0
210	296	296	297.2	0	0
208	291	291	298.44	0	0.01
212	299	299	299.24	0	0
213	299	299	300.2	0	0
215	301	301	302.2	0	0
217	303	303	303.24	0	0
218	305	305	305.24	0	0
221	306	306	306.24	0	0
222	306	306	306.24	0	0
216	302	302	309.2	0	0
224	309	309	309.24	0	0
225	309	309	309.96	0	0
226	310	310	310.24	0	0
220	305	305	312.2	0	0
223	307	307	314.2	0	0
227	315	315	319.8	0	0
228	322	322	323.2	0	0
232	324	324	325.2	0	0
230	323	323	325.4	0	0
233	326	326	326.24	0	0
231	323	323	327.79	0	0
219	305	305	328.03	0	0
234	327	327	328.2	0	0
235	328	328	330.4	0	0
236	330	330	333.6	0	0
240	334	334	334.24	0	0
238	332	332	335.6	0	0
239	333	333	340.8	0	0.01
214	301	301	341.64	0	0
243	341	341	344.6	0	0
229	323	323	344.8	0	0.04
245	345	345	346.2	0	0
246	348	348	349.2	0	0
241	335	335	349.4	0	0
244	344	344	351.2	0	0
242	339	339	356.6	0	0.03
249	358	358	359.2	0	0
247	352	352	359.2	0	0
248	355	355	362.2	0	0
237	332	332	364.01	0	0
251	364	364	371.2	0	0
250	360	360	374.4	0	0
252	379	379	380.2	0	0
253	380	380	380.24	0	0
255	385	385	385.24	0	0
254	385	385	386.2	0	0
256	388	388	388.24	0	0
257	390	390	391.2	0	0
258	392	392	392.24	0	0
259	397	397	399.4	0	0
260	402	402	402.24	0	0
261	403	403	403.24	0	0
