1	137.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
2	123.0	8198.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
3	28.0	-937.44	-1094.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
4	1.0	427.08	-3200.46	-3735.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
5	83.0	-1673.07	-490.06	3672.41	4285.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
6	138.0	4329.64	-3773.23	-1105.21	8282.25	9665.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
7	36.0	-314.69	-139.53	121.6	35.62	-266.92	-311.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
8	51.0	-37.63	1167.54	517.7	-451.17	-132.15	990.31	1155.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
9	117.0	919.42	-247.81	7689.36	3409.51	-2971.35	-870.33	6522.13	7611.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
10	78.0	3020.44	458.62	-123.61	3835.56	1700.71	-1482.15	-434.13	3253.33	3796.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
11	123.0	3253.33	6522.13	990.31	-266.92	8282.25	3672.41	-3200.46	-937.44	7025.02	8198.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
12	45.0	487.42	225.73	452.53	68.71	-18.52	574.65	254.8	-222.06	-65.04	487.42	568.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
13	113.0	429.27	6186.87	2865.18	5743.98	872.16	-235.07	7294.1	3234.25	-2818.61	-825.6	6186.87	7220.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
14	127.0	6482.13	510.68	7360.28	3408.59	6833.39	1037.58	-279.66	8677.52	3847.67	-3353.2	-982.18	7360.28	8589.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
15	116.0	6745.58	5670.16	446.71	6438.31	2981.62	5977.42	907.61	-244.63	7590.55	3365.7	-2933.16	-859.15	6438.31	7513.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
16	24.0	-1166.41	-1333.44	-1120.86	-88.3	-1272.7	-589.4	-1181.6	-179.41	48.36	-1500.47	-665.32	579.82	169.83	-1272.7	-1485.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
17	25.0	215.39	-1089.6	-1245.63	-1047.04	-82.49	-1188.89	-550.58	-1103.78	-167.6	45.17	-1401.66	-621.5	541.63	158.65	-1188.89	-1387.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
18	6.0	470.71	503.89	-2549.09	-2914.12	-2449.53	-192.98	-2781.38	-1288.07	-2582.27	-392.09	105.68	-3279.15	-1454	1267.14	371.16	-2781.38	-3245.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
19	24.0	503.89	215.39	230.57	-1166.41	-1333.44	-1120.86	-88.3	-1272.7	-589.4	-1181.6	-179.41	48.36	-1500.47	-665.32	579.82	169.83	-1272.7	-1485.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
20	30.0	139.46	304.79	130.28	139.46	-705.52	-806.55	-677.96	-53.41	-769.81	-356.5	-714.7	-108.52	29.25	-907.58	-402.43	350.71	102.73	-769.81	-898.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
21	31.0	75.17	124.28	271.6	116.1	124.28	-628.7	-718.73	-604.15	-47.6	-685.99	-317.69	-636.89	-96.7	26.06	-808.76	-358.61	312.53	91.54	-685.99	-800.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
